Table S7: Differential analysis of somatic copy number and gene expression,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo_Symbol,Ensembl ID,RefSeq ID,Chromomosme,Strand,Start,End,Cytoband,CRPC-Adeno mean expression,CRPC-NE mean expression,VALID,# CRPC-NE neutral,# CRPC-NE deleted,# CRPC-NE amplified,# CRPC-Adeno neutral,# CRPC-Adeno deleted,# CRPC-Adeno amplified,P-val expression,P-val deletion,P-val amplification,FDR expression,FDR deletion,FDR amplification,% CRPC-NE deletion,% CRPC-Adeno deletion,% CRPC-NE amplification,% CRPC-Adeno amplification,Is cancer gene
PAX5,ENSG00000196092.8,NM_001280554.1,9,R,36833271,37034103,p13.2,0.629762308,1.320270025,TRUE,18,10,15,28,2,23,0.000729105,0.010469274,0.523292119,0.007031261,0.080182273,1,0.23255814,0.037735849,0.348837209,0.433962264,TRUE
PRF1,ENSG00000180644.6,,10,R,72357103,72362531,q22.1,1.410187521,0.737269024,TRUE,24,10,9,30,2,21,0.046321213,0.010469274,0.081245819,0.120667266,0.080182273,1,0.23255814,0.037735849,0.209302326,0.396226415,TRUE
PSMA5,ENSG00000143106.8,NM_002790.3,1,R,109941652,109969062,p13.3,2.74776455,2.267486205,TRUE,21,10,12,33,2,18,0.037290726,0.010469274,0.678054262,0.103550883,0.080182273,1,0.23255814,0.037735849,0.279069767,0.339622642,TRUE
ZFP91,ENSG00000186660.14,NM_001197051.1,11,F,58346583,58388515,q12.1,3.673606362,3.646124548,TRUE,19,10,14,28,2,23,0.338257629,0.010469274,0.382032515,0.487651758,0.080182273,1,0.23255814,0.037735849,0.325581395,0.433962264,TRUE
CBFA2T3,ENSG00000129993.10,NM_005187.5,16,R,88941265,89043612,q24.3,1.178222255,1.391541687,TRUE,15,25,3,30,16,7,0.372046855,0.010906207,0.510619723,0.522276487,0.082226274,1,0.581395349,0.301886792,0.069767442,0.132075472,TRUE
MAF,ENSG00000178573.6,NM_005360.4,16,R,79619739,79634611,q23.2,2.571063364,2.707978316,TRUE,15,25,3,31,16,6,0.644490673,0.010906207,0.708352321,0.761896492,0.082226274,1,0.581395349,0.301886792,0.069767442,0.113207547,TRUE
CTCF,ENSG00000102974.10,NM_006565.3,16,F,67596309,67673086,q22.1,3.303236172,3.160363023,TRUE,21,15,7,37,6,10,0.116540045,0.011441991,0.95087715,0.231052146,0.085723892,1,0.348837209,0.113207547,0.162790698,0.188679245,TRUE
RB1,ENSG00000139687.9,NM_000321.2,13,F,48877886,49056122,q14.2,2.656972206,2.070975718,TRUE,9,29,5,29,21,3,0.015330099,0.012147696,0.496057323,0.055622768,0.09093491,1,0.674418605,0.396226415,0.11627907,0.056603774,TRUE
ANK3,ENSG00000151150.16,NM_020987.3,10,R,61786055,62493248,q21.2,1.542867856,1.490181661,TRUE,22,11,10,34,3,16,0.407803616,0.013919279,0.596666201,0.556499993,0.095077758,1,0.255813953,0.056603774,0.23255814,0.301886792,TRUE
ARID2,ENSG00000189079.11,NM_152641.2,12,F,46123447,46301823,q12,2.162748715,1.921345666,TRUE,23,8,12,33,1,19,0.03939854,0.014587695,0.543118769,0.10765992,0.095077758,1,0.186046512,0.018867925,0.279069767,0.358490566,TRUE
ATF1,ENSG00000123268.4,NM_005171.4,12,F,51157492,51214905,q13.12,2.328877013,2.111704258,TRUE,21,8,14,32,1,20,0.084633301,0.014587695,0.754345346,0.183889211,0.095077758,1,0.186046512,0.018867925,0.325581395,0.377358491,TRUE
CCDC6,ENSG00000108091.10,NM_005436.4,10,R,61548520,61666414,q21.2,3.133216949,2.403964413,TRUE,23,11,9,34,3,16,0.001719683,0.013919279,0.427162035,0.012448392,0.095077758,1,0.255813953,0.056603774,0.209302326,0.301886792,TRUE
CDK17,ENSG00000059758.3,NM_001170464.2,12,R,96672038,96794338,q23.1,2.97315977,2.139177357,TRUE,18,8,17,29,1,23,0.000283145,0.014587695,0.862289837,0.003767409,0.095077758,1,0.186046512,0.018867925,0.395348837,0.433962264,TRUE
DIP2B,ENSG00000066084.8,NM_173602.2,12,F,50898767,51142450,q13.12,2.590769236,2.175844578,TRUE,21,8,14,32,1,20,0.014383991,0.014587695,0.754345346,0.053245952,0.095077758,1,0.186046512,0.018867925,0.325581395,0.377358491,TRUE
ERBB2,ENSG00000141736.9,,17,F,37844166,37886679,q12,3.492230251,1.708428572,TRUE,21,8,14,31,1,21,2.25E-06,0.014587695,0.615716921,0.000182134,0.095077758,1,0.186046512,0.018867925,0.325581395,0.396226415,TRUE
FANCF,ENSG00000183161.3,NM_022725.3,11,R,22644078,22647387,p14.3,2.141246516,1.973730056,TRUE,22,8,13,29,1,23,0.127169018,0.014587695,0.265772319,0.246349512,0.095077758,1,0.186046512,0.018867925,0.302325581,0.433962264,TRUE
JMJD1C,ENSG00000171988.13,,10,R,64926980,65225722,q21.3,3.310746791,2.712494018,TRUE,22,11,10,34,3,16,0.037290726,0.013919279,0.596666201,0.103550883,0.095077758,1,0.255813953,0.056603774,0.23255814,0.301886792,TRUE
LIMA1,ENSG00000050405.9,NM_001113546.1,12,R,50569570,50677329,q13.12,2.995918575,2.314221508,TRUE,23,8,12,32,1,20,0.004784998,0.014587695,0.424755054,0.024760446,0.095077758,1,0.186046512,0.018867925,0.279069767,0.377358491,TRUE
LMO2,ENSG00000135363.7,NM_005574.3,11,R,33880121,33913836,p13,1.975378995,2.009501832,TRUE,21,8,14,35,1,17,0.755755414,0.014587695,1,0.842399429,0.095077758,1,0.186046512,0.018867925,0.325581395,0.320754717,TRUE
MEN1,ENSG00000133895.10,NM_130799.2,11,R,64570981,64578766,q13.1,3.01685533,2.880358674,TRUE,21,8,14,29,1,23,0.338257629,0.014587695,0.382032515,0.487651758,0.095077758,1,0.186046512,0.018867925,0.325581395,0.433962264,TRUE
NBEAL2,ENSG00000160796.12,,3,F,47021172,47051193,p21.31,4.060203506,3.156777822,TRUE,24,8,11,30,1,22,0.000283145,0.014587695,0.156218856,0.003767409,0.095077758,1,0.186046512,0.018867925,0.255813953,0.41509434,TRUE
SDHB,ENSG00000117118.5,NM_003000.2,1,R,17345216,17380665,p36.13,3.441394725,3.20229916,TRUE,25,11,7,37,3,13,0.054212708,0.013919279,0.461120071,0.134258128,0.095077758,1,0.255813953,0.056603774,0.162790698,0.245283019,TRUE
SETD2,ENSG00000181555.15,,3,R,47057918,47205457,p21.31,3.469843243,2.80006924,TRUE,24,8,11,30,1,22,0.000952838,0.014587695,0.156218856,0.008370103,0.095077758,1,0.186046512,0.018867925,0.255813953,0.41509434,TRUE
TAF1L,ENSG00000122728.6,NM_153809.2,9,R,32629451,32635667,p21.1,0.51764659,0.506463014,FALSE,19,11,13,30,3,20,0.55485253,0.013919279,0.57981315,0.687316346,0.095077758,1,0.255813953,0.056603774,0.302325581,0.377358491,TRUE
TCF12,ENSG00000140262.13,NM_003205.3,15,F,57210820,57591479,q21.3,2.777791183,3.214739456,TRUE,26,11,6,34,3,16,0.03939854,0.013919279,0.101438824,0.10765992,0.095077758,1,0.255813953,0.056603774,0.139534884,0.301886792,TRUE
XPC,ENSG00000154767.10,NM_001145769.1,3,R,14186646,14220283,p25.1,3.105222842,2.944098004,TRUE,20,8,15,33,1,19,0.128875315,0.014587695,1,0.249451742,0.095077758,1,0.186046512,0.018867925,0.348837209,0.358490566,TRUE
FBN2,ENSG00000138829.6,NM_001999.3,5,R,127593600,127994878,q23.3,0.402321941,0.247184168,FALSE,20,12,11,27,4,22,0.031521395,0.017012058,0.156218856,0.092171136,0.103424893,1,0.279069767,0.075471698,0.255813953,0.41509434,TRUE
MKL1,ENSG00000196588.10,NM_020831.3,22,R,40806284,41032706,q13.2,2.762323236,2.355047137,TRUE,23,12,8,31,4,18,0.017383273,0.017012058,0.146252469,0.060889459,0.103424893,1,0.279069767,0.075471698,0.186046512,0.339622642,TRUE
MUC1,ENSG00000185499.12,NM_002456.5,1,R,155158299,155162707,q22,3.21919088,2.867010127,TRUE,16,6,21,20,0,33,0.70730387,0.017093925,0.266185658,0.80794085,0.103424893,1,0.139534884,0,0.488372093,0.622641509,TRUE
TXNIP,ENSG00000117289.7,NM_006472.3,1,F,145438468,145442635,q21.1,6.931537612,6.490893534,TRUE,19,6,18,24,0,29,0.123471788,0.017093925,0.29472612,0.241877946,0.103424893,1,0.139534884,0,0.418604651,0.547169811,TRUE
ZNF608,ENSG00000168916.11,NM_020747.2,5,R,123972607,124084500,q23.2,1.524040492,1.648548796,TRUE,20,12,11,26,4,23,0.471645013,0.017012058,0.109524063,0.616472465,0.103424893,1,0.279069767,0.075471698,0.255813953,0.433962264,TRUE
ABI1,ENSG00000136754.12,NM_001178116.1,10,R,27035521,27150016,p12.1,3.309790397,2.968077084,TRUE,24,9,10,37,2,14,0.017383273,0.021321291,0.905674851,0.060889459,0.11085708,1,0.209302326,0.037735849,0.23255814,0.264150943,TRUE
BAD,ENSG00000002330.9,NM_032989.2,11,R,64037301,64052176,q13.1,3.441975458,3.31088527,TRUE,20,9,14,29,2,22,0.286376221,0.021321291,0.490881216,0.43431216,0.11085708,1,0.209302326,0.037735849,0.325581395,0.41509434,TRUE
BBX,ENSG00000114439.14,,3,F,107241782,107530171,q13.12,2.770184085,1.933936459,TRUE,19,9,15,26,2,25,0.000209573,0.021321291,0.314382756,0.003152208,0.11085708,1,0.209302326,0.037735849,0.348837209,0.471698113,TRUE
CACNA1D,ENSG00000157388.9,NM_000720.2,3,F,53528682,53847760,p21.1,1.488850732,2.362626115,TRUE,20,9,14,29,2,22,0.002397334,0.021321291,0.490881216,0.015589225,0.11085708,1,0.209302326,0.037735849,0.325581395,0.41509434,TRUE
CBLB,ENSG00000114423.14,NM_170662.3,3,R,105374304,105588396,q13.11,2.004869781,1.572492019,TRUE,20,9,14,27,2,24,0.002659622,0.021321291,0.290069484,0.016840145,0.11085708,1,0.209302326,0.037735849,0.325581395,0.452830189,TRUE
DEPDC5,ENSG00000100150.12,,22,F,32149943,32303012,q12.2,1.445803577,1.263122775,TRUE,20,13,10,31,5,17,0.121766038,0.019627075,0.466903857,0.23860375,0.11085708,1,0.302325581,0.094339623,0.23255814,0.320754717,TRUE
EAF2,ENSG00000145088.4,NM_018456.4,3,F,121554029,121605373,q13.33,1.6831948,1.046352639,TRUE,16,9,18,26,2,25,0.000138481,0.021321291,0.753639348,0.002399707,0.11085708,1,0.209302326,0.037735849,0.418604651,0.471698113,TRUE
FANCA,ENSG00000187741.10,,16,R,89803956,89883065,q24.3,2.180887546,2.665986231,TRUE,15,25,3,29,17,7,0.012641396,0.018619203,0.510619723,0.04851308,0.11085708,1,0.581395349,0.320754717,0.069767442,0.132075472,TRUE
FGFR3,ENSG00000068078.13,,4,F,1795033,1810599,p16.3,1.175139964,1.394638001,TRUE,24,9,10,35,2,16,0.92312051,0.021321291,0.596666201,0.954213829,0.11085708,1,0.209302326,0.037735849,0.23255814,0.301886792,TRUE
HERC1,ENSG00000103657.9,NM_003922.3,15,R,63900816,64126141,q22.31,2.981710006,2.597817678,TRUE,29,9,5,34,2,17,0.191599126,0.021321291,0.033483179,0.328517309,0.11085708,1,0.209302326,0.037735849,0.11627907,0.320754717,TRUE
KDM5A,ENSG00000073614.7,,12,R,389294,498620,p13.33,2.842039606,2.213733297,TRUE,25,9,9,31,2,20,0.013488491,0.021321291,0.118804651,0.050790723,0.11085708,1,0.209302326,0.037735849,0.209302326,0.377358491,TRUE
NRXN2,ENSG00000110076.14,NM_015080.3,11,R,64373645,64490660,q13.1,0.33356311,0.274451031,FALSE,20,9,14,27,2,24,0.526356873,0.021321291,0.290069484,0.66452075,0.11085708,1,0.209302326,0.037735849,0.325581395,0.452830189,TRUE
NXF1,ENSG00000162231.9,NM_006362.4,11,R,62559594,62573774,q12.3,3.862532852,3.836448356,TRUE,20,9,14,29,2,22,0.811392817,0.021321291,0.490881216,0.882898956,0.11085708,1,0.209302326,0.037735849,0.325581395,0.41509434,TRUE
PCBP1,ENSG00000169564.5,NM_006196.3,2,F,70314584,70316332,p13.3,5.824219155,5.626160912,TRUE,22,9,12,35,2,16,0.318312808,0.021321291,0.98498918,0.4677767,0.11085708,1,0.209302326,0.037735849,0.279069767,0.301886792,TRUE
RNF43,ENSG00000108375.8,,17,R,56429860,56494956,q22,2.396708882,1.155088039,TRUE,20,9,14,32,2,19,0.000665812,0.021321291,0.903267603,0.006664074,0.11085708,1,0.209302326,0.037735849,0.325581395,0.358490566,TRUE
SEMA4F,ENSG00000135622.8,,2,F,74881354,74909186,p13.1,1.132611171,1.511380121,TRUE,21,9,13,32,2,19,0.026518155,0.021321291,0.71674107,0.081591353,0.11085708,1,0.209302326,0.037735849,0.302325581,0.358490566,TRUE
SFI1,ENSG00000198089.10,,22,F,31884673,32014572,q12.2,1.841086228,2.619754039,TRUE,21,13,9,31,5,17,0.000189222,0.019627075,0.321661818,0.002951088,0.11085708,1,0.302325581,0.094339623,0.209302326,0.320754717,TRUE
SMARCB1,ENSG00000099956.13,NM_003073.3,22,F,24129149,24176703,q11.23,3.491342722,4.002671233,TRUE,25,9,9,33,2,18,0.011083945,0.021321291,0.236408022,0.044157081,0.11085708,1,0.209302326,0.037735849,0.209302326,0.339622642,TRUE
SMTN,ENSG00000183963.14,NM_001207018.1,22,F,31460090,31500743,q12.2,2.583407276,2.894940039,TRUE,21,13,9,34,5,14,0.327436694,0.019627075,0.69973255,0.476711147,0.11085708,1,0.302325581,0.094339623,0.209302326,0.264150943,TRUE
TACC3,ENSG00000013810.14,NM_006342.2,4,F,1723226,1746898,p16.3,2.473998141,3.613600423,TRUE,24,9,10,35,2,16,0.003823517,0.021321291,0.596666201,0.021290624,0.11085708,1,0.209302326,0.037735849,0.23255814,0.301886792,TRUE
VEGFB,ENSG00000173511.5,NM_001243733.1,11,F,64002009,64006259,q13.1,3.702845827,4.643111059,TRUE,20,9,14,28,2,23,0.000607519,0.021321291,0.382032515,0.006289042,0.11085708,1,0.209302326,0.037735849,0.325581395,0.433962264,TRUE
WHSC1,ENSG00000109685.13,,4,F,1873150,1983934,p16.3,2.434493178,3.039164189,TRUE,24,9,10,35,2,16,0.003281493,0.021321291,0.596666201,0.019252843,0.11085708,1,0.209302326,0.037735849,0.23255814,0.301886792,TRUE
CMYA5,ENSG00000164309.10,NM_153610.3,5,F,78985699,79096063,q14.1,0.718362169,0.666214423,TRUE,20,14,9,27,6,20,0.445484701,0.02171936,0.118804651,0.592785329,0.112501759,1,0.325581395,0.113207547,0.209302326,0.377358491,TRUE
WRN,ENSG00000165392.5,NM_000553.4,8,F,30891316,31031285,p12,2.106112063,1.655563286,TRUE,14,22,7,26,14,13,0.013488491,0.022685177,0.461120071,0.050790723,0.117300723,1,0.511627907,0.264150943,0.162790698,0.245283019,TRUE
TTK,ENSG00000112742.5,,6,F,80713603,80752244,q14.1,1.147787884,2.269499359,TRUE,24,4,15,22,16,15,0.00159369,0.024251222,0.638019963,0.011831114,0.125181365,1,0.093023256,0.301886792,0.348837209,0.283018868,TRUE
ASAP1,ENSG00000153317.10,,8,R,131064352,131455906,q24.21,2.73619036,2.278816678,TRUE,11,7,25,15,1,37,0.066401703,0.030320066,0.32980522,0.155211943,0.128301822,1,0.162790698,0.018867925,0.581395349,0.698113208,TRUE
ASXL2,ENSG00000143970.12,,2,R,25956621,26101385,p23.3,2.162124216,1.899230545,TRUE,22,7,14,28,1,24,0.097339839,0.030320066,0.290069484,0.203548206,0.128301822,1,0.162790698,0.018867925,0.325581395,0.452830189,TRUE
B2M,ENSG00000166710.13,,15,F,45003674,45011075,q21.1,8.285611105,7.63733475,TRUE,26,10,7,35,3,15,0.268540441,0.027411776,0.250310908,0.415547181,0.128301822,1,0.23255814,0.056603774,0.162790698,0.283018868,TRUE
BTG1,ENSG00000133639.3,NM_001731.2,12,R,92536285,92539673,q21.33,5.447806538,5.28400962,TRUE,18,7,18,28,1,24,0.526356873,0.030320066,0.897128597,0.66452075,0.128301822,1,0.162790698,0.018867925,0.418604651,0.452830189,TRUE
C2orf44,ENSG00000163026.7,NM_025203.2,2,R,24252209,24272445,p23.3,1.487957172,1.635364376,TRUE,23,7,13,28,1,24,0.432713933,0.030320066,0.19502319,0.581156772,0.128301822,1,0.162790698,0.018867925,0.302325581,0.452830189,TRUE
CAD,ENSG00000084774.9,NM_004341.3,2,F,27440257,27466811,p23.3,2.6801486,3.07451005,TRUE,24,7,12,32,1,20,0.011840572,0.030320066,0.424755054,0.046260896,0.128301822,1,0.162790698,0.018867925,0.279069767,0.377358491,TRUE
CCDC41,ENSG00000173588.10,NM_001042399.1,12,R,94700224,94853764,q22,1.74788551,1.211366883,TRUE,20,7,16,26,1,26,0.000138481,0.030320066,0.338697423,0.002399707,0.128301822,1,0.162790698,0.018867925,0.372093023,0.490566038,TRUE
CD200,ENSG00000091972.14,NM_005944.5,3,F,112051193,112081659,q13.2,1.480145128,1.427835487,TRUE,18,10,15,27,3,23,0.82181538,0.027411776,0.523292119,0.887590465,0.128301822,1,0.23255814,0.056603774,0.348837209,0.433962264,TRUE
CTNND1,ENSG00000198561.8,NM_001085460.1,11,F,57520714,57587018,q12.1,4.77413578,4.672576551,TRUE,19,10,14,28,3,22,0.189352755,0.027411776,0.490881216,0.328384042,0.128301822,1,0.23255814,0.056603774,0.325581395,0.41509434,TRUE
CYC1,ENSG00000179091.4,NM_001916.3,8,F,145149929,145152428,q24.3,4.940434039,4.512814521,TRUE,10,7,26,13,1,39,0.03939854,0.030320066,0.251123787,0.10765992,0.128301822,1,0.162790698,0.018867925,0.604651163,0.735849057,TRUE
DNMT3A,ENSG00000119772.12,NM_175629.2,2,R,25455844,25565459,p23.3,2.434908205,2.82721442,TRUE,22,7,14,27,1,25,0.03631058,0.030320066,0.214746367,0.1023528,0.128301822,1,0.162790698,0.018867925,0.325581395,0.471698113,TRUE
EFTUD2,ENSG00000108883.8,,17,R,42927310,42977030,q21.31,2.511534435,2.086362847,TRUE,23,7,13,36,1,16,0.002855594,0.030320066,1,0.017560885,0.128301822,1,0.162790698,0.018867925,0.302325581,0.301886792,TRUE
FANCD2,ENSG00000144554.6,NM_033084.3,3,F,10068097,10143614,p25.3,1.387846721,1.521829172,TRUE,19,10,14,29,3,21,0.432713933,0.027411776,0.615716921,0.581156772,0.128301822,1,0.23255814,0.056603774,0.325581395,0.396226415,TRUE
GSK3B,ENSG00000082701.10,NM_001146156.1,3,R,119540169,119813264,q13.33,3.059886438,2.900054014,TRUE,16,10,17,27,3,23,0.223037119,0.027411776,0.862289837,0.365649428,0.128301822,1,0.23255814,0.056603774,0.395348837,0.433962264,TRUE
GTF3C2,ENSG00000115207.9,NM_001035521.1,2,R,27548715,27579868,p23.3,2.967308015,2.958792428,TRUE,24,7,12,32,1,20,0.82181538,0.030320066,0.424755054,0.887590465,0.128301822,1,0.162790698,0.018867925,0.279069767,0.377358491,TRUE
HDLBP,ENSG00000115677.12,NM_005336.4,2,R,242166678,242256476,q37.3,5.309345814,4.768134069,TRUE,31,2,10,26,12,15,0.023568605,0.028321043,0.744128033,0.075002485,0.128301822,1,0.046511628,0.226415094,0.23255814,0.283018868,TRUE
HLF,ENSG00000108924.9,NM_002126.4,17,F,53342372,53402426,q22,0.500214822,1.048362758,TRUE,22,7,14,30,1,22,0.006394762,0.030320066,0.490881216,0.030327304,0.128301822,1,0.162790698,0.018867925,0.325581395,0.41509434,TRUE
HRAS,ENSG00000174775.12,,11,R,532241,537287,p15.5,3.424187841,3.538701728,TRUE,18,10,15,33,3,17,0.447687488,0.027411776,0.942153441,0.595383367,0.128301822,1,0.23255814,0.056603774,0.348837209,0.320754717,TRUE
LTBP1,ENSG00000049323.11,,2,F,33172038,33624576,p22.3,2.807976674,2.179607987,TRUE,23,7,13,32,1,20,0.106605897,0.030320066,0.57981315,0.216893755,0.128301822,1,0.162790698,0.018867925,0.302325581,0.377358491,TRUE
MDM2,ENSG00000135679.17,,12,F,69201955,69239214,q15,3.634064576,3.202630184,TRUE,20,7,16,28,1,24,0.088714453,0.030320066,0.555348796,0.190623366,0.128301822,1,0.162790698,0.018867925,0.372093023,0.452830189,TRUE
MFN2,ENSG00000116688.12,NM_014874.3,1,F,12040237,12073571,p36.22,3.871261377,3.520555301,TRUE,24,10,9,36,3,14,0.014383991,0.027411776,0.69973255,0.053245952,0.128301822,1,0.23255814,0.056603774,0.209302326,0.264150943,TRUE
MYC,ENSG00000136997.10,,8,F,128747679,128753674,q24.21,4.488616755,2.673830273,TRUE,10,7,26,12,1,40,1.97E-05,0.030320066,0.17508079,0.000708573,0.128301822,1,0.162790698,0.018867925,0.604651163,0.754716981,TRUE
NACA,ENSG00000196531.6,NM_001113202.1,12,R,57106211,57125412,q13.3,4.720690648,4.155358861,TRUE,23,7,13,30,1,22,0.003543345,0.030320066,0.353227089,0.020313114,0.128301822,1,0.162790698,0.018867925,0.302325581,0.41509434,TRUE
NCOA1,ENSG00000084676.11,NM_147223.2,2,F,24714782,24993571,p23.3,2.682120748,2.663529176,TRUE,23,7,13,29,1,23,0.855346249,0.030320066,0.265772319,0.908996486,0.128301822,1,0.162790698,0.018867925,0.302325581,0.433962264,TRUE
NDRG1,ENSG00000104419.10,NM_006096.3,8,R,134249413,134314265,q24.22,5.264389035,5.20383583,TRUE,11,7,25,15,1,37,0.94016903,0.030320066,0.32980522,0.964916993,0.128301822,1,0.162790698,0.018867925,0.581395349,0.698113208,TRUE
NELL2,ENSG00000184613.6,NM_001145110.1,12,R,44902057,45315631,q12,1.084577872,0.575614392,TRUE,23,7,13,32,1,20,0.007895829,0.030320066,0.57981315,0.035200079,0.128301822,1,0.162790698,0.018867925,0.302325581,0.377358491,TRUE
NF1,ENSG00000196712.12,NM_000267.3,17,F,29421944,29709134,q11.2,2.240033571,1.803109531,TRUE,23,7,13,31,1,21,0.022201085,0.030320066,0.458053865,0.07208533,0.128301822,1,0.162790698,0.018867925,0.302325581,0.396226415,TRUE
RARA,ENSG00000131759.13,NM_000964.3,17,F,38465443,38513094,q21.2,2.686058255,1.859825536,TRUE,21,7,15,31,1,21,0.001346652,0.030320066,0.791036745,0.010574804,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,TRUE
RBM15,ENSG00000162775.10,NM_022768.4,1,F,110881127,110889299,p13.3,2.497497183,2.208583999,TRUE,21,10,12,33,3,17,0.512388326,0.027411776,0.826775391,0.653126059,0.128301822,1,0.23255814,0.056603774,0.279069767,0.320754717,TRUE
SLC16A4,ENSG00000168679.13,NM_001201547.1,1,R,110905469,110933704,p13.3,1.26389506,1.098251019,TRUE,21,10,12,33,3,17,0.156948267,0.027411776,0.826775391,0.285602016,0.128301822,1,0.23255814,0.056603774,0.279069767,0.320754717,TRUE
SLC34A2,ENSG00000157765.7,NM_001177998.1,4,F,25656922,25680370,p15.2,0.275181739,0.695730078,TRUE,27,10,6,36,3,14,0.060057447,0.027411776,0.214097223,0.144409586,0.128301822,1,0.23255814,0.056603774,0.139534884,0.264150943,TRUE
SMARCE1,ENSG00000073584.14,,17,R,38781213,38804760,q21.2,2.734175322,2.597731423,TRUE,21,7,15,31,1,21,0.498611132,0.030320066,0.791036745,0.640715472,0.128301822,1,0.162790698,0.018867925,0.348837209,0.396226415,TRUE
SMCHD1,ENSG00000101596.10,,18,F,2655736,2805015,p11.32,3.274097643,3.192968628,TRUE,22,1,20,25,10,18,1,0.027224971,0.298115973,1,0.128301822,1,0.023255814,0.188679245,0.465116279,0.339622642,TRUE
ST5,ENSG00000166444.13,NM_213618.1,11,R,8714897,8932498,p15.4,1.55671406,1.36515981,TRUE,20,10,13,32,3,18,0.306461486,0.027411776,0.865661608,0.454591307,0.128301822,1,0.23255814,0.056603774,0.302325581,0.339622642,TRUE
SUPV3L1,ENSG00000156502.9,NM_003171.3,10,F,70939987,70968855,q22.1,2.228995731,1.936323057,TRUE,24,10,9,30,3,20,0.037290726,0.027411776,0.118804651,0.103550883,0.128301822,1,0.23255814,0.056603774,0.209302326,0.377358491,TRUE
TGFBR2,ENSG00000163513.13,NM_003242.5,3,F,30647993,30735634,p24.1,3.780860187,2.406779716,TRUE,24,7,12,32,1,20,0.000379451,0.030320066,0.424755054,0.004622156,0.128301822,1,0.162790698,0.018867925,0.279069767,0.377358491,TRUE
TMTC2,ENSG00000179104.4,NM_152588.1,12,F,83080658,83528649,q21.31,1.971294919,1.348606788,TRUE,21,7,15,29,1,23,0.000553873,0.030320066,0.523292119,0.005930519,0.128301822,1,0.162790698,0.018867925,0.348837209,0.433962264,TRUE
VEZT,ENSG00000028203.13,,12,F,95611521,95696566,q22,2.778354755,2.482345941,TRUE,20,7,16,26,1,26,0.08070182,0.030320066,0.338697423,0.178391221,0.128301822,1,0.162790698,0.018867925,0.372093023,0.490566038,TRUE
WDR52,ENSG00000206530.4,NM_018338.3,3,R,113005776,113160457,q13.2,1.89116329,1.695019748,TRUE,18,10,15,24,3,26,0.383748928,0.027411776,0.234610955,0.533430074,0.128301822,1,0.23255814,0.056603774,0.348837209,0.490566038,TRUE
ZNF513,ENSG00000163795.9,NM_144631.5,2,R,27600097,27603657,p23.3,2.898238891,3.065587647,TRUE,23,7,13,31,1,21,0.191599126,0.030320066,0.458053865,0.328517309,0.128301822,1,0.162790698,0.018867925,0.302325581,0.396226415,TRUE
CACNA1C,ENSG00000151067.16,NM_001129830.1,12,F,2079951,2802108,p13.33,0.980467935,1.119415229,TRUE,24,11,8,28,4,21,0.498611132,0.032567017,0.044770849,0.640715472,0.135722457,1,0.255813953,0.075471698,0.186046512,0.396226415,TRUE
MAP1A,ENSG00000166963.8,,15,F,43803155,43823818,q15.3,0.875374547,1.332080017,TRUE,26,11,6,34,4,15,0.009695328,0.032567017,0.149056932,0.040579192,0.135722457,1,0.255813953,0.075471698,0.139534884,0.283018868,TRUE
FNDC3A,ENSG00000102531.12,,13,F,49550047,49783915,q14.2,2.993061497,3.010401389,TRUE,11,28,4,27,22,4,0.855346249,0.035994778,1,0.908996486,0.14955471,1,0.651162791,0.41509434,0.093023256,0.075471698,TRUE
ITGA10,ENSG00000143127.8,NM_003637.3,1,F,145524890,145543868,q21.1,1.046306026,1.443261514,TRUE,20,5,18,25,0,28,0.276666971,0.036803475,0.387328684,0.423673437,0.149954674,1,0.11627907,0,0.418604651,0.528301887,TRUE
